name,text
Svetlana Ru,"Ребята, в весеннем семестре к нам присоединяются еще 7 человек
Они приедут к началу мая

Прошу любить и жаловать 👋

Куксо Фёдор @f92plus2
Маннинен Игорь @imanninen
Кононов Святослав @svyat_dolgoruky
Герасев Георгий @Ven_Inf
Мишура Роман @Roma_Mishura
Рахманкин Денис @Kilkaintomat
Огурцов Андрей @Andrey_Ogurcov

Товарищи старожилы,пожалуйста, помогайте ребятам освоиться, особенно в первые недели 

Ребята-новенькие, а вы не стесняйтесь задавать вопросы и просить помощи, если она нужна 😉

#важное"
Yaroslav [stub resolver],"#важное

Пара по Software Project Management состоится во вторник. Предположительно, с 16:00 до 18:00, будет онлайн, ссылку отправят.

Пара по Cybersecurity состоится в понедельник с 17:00 до 19:00, формат проведения, надеюсь, сообщат. Скорее всего очно"
Yaroslav [stub resolver],"#важное

Пара по Cybersecurity сегодня планируется в iLab с 17:00 до 19:00"
Ekaterina Artamonova,"Ребята, ваша энергия и разум должны быть всецело заняты экзаменами, но мы оставим маленький намёк на весенний семестр. 

Он начинается с 4 мая. 

Список курсов 
— ML Hard (наш, официальный в универе)
— C++ Programming 2  (наш, неофициальный)
— Math for DS (наш, официальный в универе)
— Web Applications Technologies (универский)
— Mathematical Analysis 2 (наш, неофициальный)
— Data Structures 2  (наш, официальный в универе)
— Image Processing  (универский)
— Numerical Analysis (универский)
— Advanced Databases Concept (универский)
— Advanced Computer Networks  (универский)
— Linear Algebra  (универский)
— Computer Architecture I  (наш, официальный в универе)
— Human Computer Interaction  (универский)
— Introduction to Business  (универский)
— Kotlin  (наш, неофициальный)
— Parallel Programming  (наш, неофициальный)
— GameDev (наш, неофициальный)

Как вы видите, в списке нет курса по дискретной математике. Мы в полном замешательстве, как так вышло, что ОБЯЗАТЕЛЬНЫЙ ТЕСТ заполнило менее 50% человек. Подскажите другой способ помечать обязательные к решению и действию вещи, мы может не знаем что-то.

На будущей неделе мы планируем: 
— оформить гайд по семестру и сформулировать правило (будет отличаться от осеннего семестра), возможно успеется даже очная встреча
— подвести итоги осеннего семестра: выявить тех, у кого не получилось, поговорить про их неудачи и определить штрафы; похвалить и порадоваться за тех, у кого всё ок.
— провести общие опросы (обязательные, кстати)

#важное"
Natalia Kitaeva,"#важное Ребята, получите, пожалуйста, стипендию мая 2-3 мая
09:00-12:00 & 14:30-16:30 office 120"
Natalia Kitaeva,"#важное 
Ребята, вот еще несколько проектов стажировки JetBrains"
Natalia Kitaeva,"#важное 
Ребята, у кого есть карвадол, валерьянка или что-то такое успокоительное?"
Svetlana Ru,"Ребята, в связи со вчерашней эскстренной ситуацией, я хочу напомнить вам о личной ответственности и о том, что у вас уже есть все необходимое для самопомощи в вашем ноушне

Как список такси и приложений https://www.notion.so/n2k/a8077e1b2dd14d45b2d94c5d28e42e33?pvs=4

Памятки и телефоны на экстренный случай, а так же чаты и сайты, где можно найти всю информацию
https://www.notion.so/n2k/177b9a15bf9d4157abff985d26a8e7a5?pvs=4

И даже список рекомендованных врачей с контактами, который вы тоже можете и мы надеемся, будете пополнять и помогать друг другу
https://www.notion.so/n2k/8bd70650e22b41ecadb9571ef61b11c9?pvs=4

Пользуйтесь, пожалуйста, этой информацией
Ноушн призван помогать вам, а не пылиться забытой ссылкой - ссылка на сам ноушн в описании этого чата

Ну и конечно, пишите, мы постараемся помочь

#важное"
Антон,"#важное
Почему-то не репостнулось"
Svetlana Ru,"Ребята, мы готовы анонсировать вам страницу с информацией про весенний семестр

Если потеряете, то всегда сможете найти в вашем учебном ноушне, ссылка на который в описании чата

Все выбранные курсы отметьте, пожалуйста, в этой таблице обязательно
Дедлайн записи на курсы в университете 18 мая (только до этого срока вы можете что-то поменять в мудле через Марию, не затягивайте!)
По экстра JetBrains курсам 25 мая

Пожалуйста, изучите все внимательно
Не по всем курсам есть ссылки на чаты и зум, но добавим в течение недели
То же самое про аудитории в расписании: как все будет готово - закреплю расписание здесь

И самое главное - ждем всех вас на онлайн встречу в пятницу 5 мая в 11 часов
Проговорим правила и ответим на вопросы
Встреча обязательная!
Ссылка на встречу

#важное"
Svetlana Ru,"Ребята, ваш список с курсами пока не готов, по крайней мере по количеству курсов пока точно не финально

Я сделала выгрузку, кому идти сегодня и пришлю, у кого пары завтра
Все пары  в ПГ!
Кого в списке нет - идите пока по желанию, курс у вас может добавиться

 #важное"
Svetlana Ru,"Завтра (пятница)
То же самое
Все пары  в ПГ!
Кого в списке нет - идите пока по желанию, курс у вас может добавиться

#важное"
Albina Nurtdinova,"Доброе утро! 

Ребята, сегодня запускаем опрос по итогам осеннего семестра: 
https://forms.gle/Wn1opYY3ALhfjDqJA

Пожалуйста, отнеситесь серьезно к его заполнению, нам очень важна обратная связь! 
Дедлайн — 8 мая 12:00 по Кипру

Всем хорошего дня!

#важное"
Svetlana Ru,"Итак, для первого курса все назначенное можно смотреть тут
https://docs.google.com/spreadsheets/d/e/2PACX-1vR4PSu_Iz_vLNPxSdkbgEhKcMLnz8wvZ1TIc2UQCKcWKqttDSk0GGyM5X12e_6aOQ/pubhtml?gid=135716416&single=true

Если что-то меняете - в табличке отмечайте так, как получается в итоге
И просталвляйте 1, а не смайлики, пожалуйста, и указывайте сумму курсов

Менять как и в прошлый семестр - написать Марии, указав что на что меняете до 18 мая
Но не злоупотребляйте, пожалуйста
business_school@nup.ac.cy
m.komodromou@nup.ac.cy

#важное"
Natalia Kitaeva,"#важное 
Ребята, появилась первая информация о нашей новой программе в NUP. Прием на 1 курс, будет 15 полных грантов от JetBrains. Расскажите, пожалуйста, в своих родных школах учителям и 11-классникам. 14 мая будет вебинар пропрограмму"
Svetlana Ru,"Ребята, кто еще не отмечал курсы в табличке
Отметьте сегодня до 16/30 хотя бы нуповские, которые вы хотите в идеале взять и проставьте кол-во универских в сумме

У меня будет встреча с Лефтерисом, мне эта информация нужна

#важное"
Albina Nurtdinova,"Ребята, не все из вас заполнили форму по итогам семестра: https://forms.gle/Wn1opYY3ALhfjDqJA
Пожалуйста, заполните, для нас это важно! Мы продлили дедлайн до 23:59 сегодняшнего дня (8 мая)

#важное"
Natalia Kitaeva,"#важное 
Чатик Computer Architecrure I"
Svetlana Ru,"ОЧЕНЬ ВАЖНОЕ 

Ребята, пока стоп на атаковать Марию с изменениями

Если что-то в таблице не отметили, то у вас примерно полчаса! (Про курсы универа)

Я собираю док с вашими пожеланиями и правками и отправляю Лефтерису и Марии, чтобы они внесли в мудл все массово

#важное"
Svetlana Ru,"ВАЖНОЕ и СРОЧНОЕ
2 курс, кому есть что перезачесть!

В личку жду: 
1) курс в рф= курс в нуп и количество кредитов (6/ мб 3)

2) транскрипт если он новый и вы в универ его не отправляли
В названии фамилия

Только для предметов, сданных до 17 01

Только сегодня и завтра!!!

Завтра я отправлю Лефтерису и больше перезачетов не будет

#важное"
Natalia Kitaeva,"#важное 

Ребята, по курсу GameDev заполните, пожалуйста, форму регистрации. Преподаватель Олег Чумаков позовет зарегистрировавшихся в дискорд."
Svetlana Ru,"Мы знаем и понимаем, что переезд и адаптация, да и другие ситуации могут быть очень стрессовыми, а с трудными эмоциями и переживаниями не всегда получается справиться самому 🙏

Если вы чувствуете, что вам нужна помощь - не стесняйтесь обратиться к психологу

Мы собрали рекомендации проверенных сервисов и психолога и подобрали скидки, чтобы вам проще было попробовать
Можно дополнять и пользоваться
https://n2k.notion.site/a872ee8997d84ad599a2f1d624e9f357

  #важное"
Александр Подкопаев,"#важное Сегодня не будет пары по Numerical analysis:

Dear students,

I wish my email finds you in good health.

I would like to inform you that today's lesson Numerical Analysis  is cancelled.
You will be informed shortly about the replacement of the course.

Yours sincerely
Dr. Ifigenia Efthimiou"
Svetlana Ru,"#важное 

Курсы весеннего семестра
Ребята, все ваши пожелания по курсам я отправила Марии с учетом корректировок по количеству курсов и уже зачтенных вам
Пока ждем, что их обновят в мудле сегодня-завтра

Табличка пока закрыта
На экстра курсы записываетесь через чат, в табличке обновим чуть позже

Перезачеты 
По перезачетам для всех курсов изменения будем вносить в начале следующей недели (пн-вт), как будет все зафиналено по всем подавшим
Больше рекредиты не принимаем, не успеем"
Александр Подкопаев,"#важное

Курс по бизнесу завтра начинается в 16:00, толькотна завтра:

Dear all,
 
Please be informed that only for tomorrow’s course  of busn100 will begin at 16:00 o’clock"
Svetlana Ru,"Ребята, хотим напомнить, что завтра в субботу в 16 часов ждем вас на праздник 🥳
Немного выдохнем после первого семестра и повидаемся все вместе!

Для начала собираемся в нашей аудиториии в ПГ, будет немного напитков, какие-то развлечения, которые мы вам подготовили, и пицца

А после отправимся вместе с вами на закат к морю!
📍Точка примерно вот 

Поэтому сразу берите с собой:
🔸пледы, чтобы уютно устроиться
🔸кофты, чтобы не замерзнуть 
🔸ваш закатный напиток и/или снэк, чтобы угостить себя и товарища
🔸настолки или другие развлечения, которые хочется взять

#важное"
Svetlana Ru,"Заполняйте пул все, пожалуйста

#важное"
Roman Kovalev,"Ребята, отметьте, пожалуйста, какие из нуповских предметов за осенний семестр у вас сданы (passed), а какие нет (no)

Нам это надо для понимания общей картины и всех частных случаев

https://docs.google.com/spreadsheets/d/1Y7fCPQRzChUCYEZhvzvcsWB581fqhhHTuy68KyDt1WA/edit#gid=0

Проставляйте по мере появления оценок
Дедлайн 19го мая

#важное"
Svetlana Ru,"Ребята, в 18 30 идем встречать закат и отдыхать у моря

📍Точка примерно вот 

берите с собой:
🔸пледы, чтобы уютно устроиться
🔸кофты, чтобы не замерзнуть 
🔸ваш закатный напиток и/или снэк, чтобы угостить себя и товарища
🔸настолки или другие развлечения, которые хочется взять, можно гитару

#важное"
Svetlana Ru,"Ребята, аудитория ПГ будет занята 17 мая с 15 часов до вечера
На пару по матанализу подключитесь из комнат или других мест, пожалуйста

 #важное"
Svetlana Ru,"Ребята, с кем я списалась - все правки отправлены Марии
Проверяйте сегодня в течении дня мудл и отпишитесь, как появится все нужное

У кого были технические проблемы - пишите в саппорт, проверяйте курсы и отпишитесь мне тоже

Дальше уже в частном порядке если что-то еще не так - через Марию и саппорт

Доступ к табличке с курсами вернула - сверьте сами количество, курсы в мудл и экстра курсы, что все отмечено

 #важное"
Svetlana Ru,"Напомню, что надо проставить сданные/не сданные курсы 
Если не сдан, можно поставить комментарий, что именно (мидтерм, экзамен, весь предмет)

Тк оценки должны появиться еще сегодня - отмечайте до утра понедельника

#важное"
Natalia Kitaeva,"#важное 

Информация про переезд:

1. Все переезжают в универ 6 июня после 12:00 за один день. 5 июня выходной, но мы к сожалению еще не можем переехать, потому что номера не успеют убрать.

2. Нам дадут в универе кладовку для зимних или избыточных вещей. Она будет закрыта, но понятно, что это не сейф или что-то специально охраняемое. Пожалуйста, очень хорошо заранее подумайте, что вы хотите туда положить (одеяла, чемоданы, зимние куртки и тп). Мы не сможем ходить туда и периодически брать вещи, лучше положить то, что точно не понадобится до конца семестра

3. Напоминаю, что вам понадобится свое постельное белье

4. Нам нужен доброволец, который/которая поможет всем мирно  распределиться по комнатам. Два человека в комнате

5. Бассейн еще ремонтируют, а потом будут получать на него лицензию. Обратите, пожалуйста, внимание, что он без воды 😁. Я напишу, когда можно будет купаться (скорее всего с июля). Вы можете ходить в бассейн в ПГ, но лучше, конечно, купаться в море.

6. В универе у вас будет завтрак и обед, ужин в ПГ. Нам обещали сохранить стоимости. Напишу все подробности про цены на следующей неделе (как только узнаю🙈)

7. Руководитель универской общаги  ( и заодно универа) передает вам привет и обещает решать все вопросы. Так что не нервничаем, все будет прекрасно!"
Svetlana Ru,"Ребята, напоминание, что до завтра надо отметить свои предметы сдан/не сдан

 #важное"
Svetlana Ru,"Ребята, напоминаем вам, что дедлайн по выбору курсов JetBrains 25 мая (четверг)

Это значит, что надо проверить выбранные курсы в таблице и если у вас что-то изменилось -  поменять там и обязательно предупредить в чате куратора курса, если вы меняете статус с вольнослушателя и наоборот или отказываетесь

После 25го мая добавиться/отказаться/сменить статус нельзя

#важное"
Svetlana Ru,"Ребята, Мария очень просит ее пока не пинговать
По поводу смены курсов она все получила, до конца недели вам придут обновления

#важное"
Natalia Kitaeva,"#важное 

Ребята, получите, пожалуйста, стипендию за июнь 
30-31 мая
09:00-12:00 & 14:30-16:30 office 120"
Natalia Kitaeva,"#важное

Видим, что появились оценки по инновациям! Пожалуйста, все проверьте и поставьте прямо сейчас)"
Dmitrii Kotov,"#важное
Появились оценки за инновации!"
Svetlana Ru,"Ребята, как мы уже говорили, мы закончили работу по пересмотру и перезачету кредитов

Парраллельно с этим мы с университетом распределили кластеры A, B, C не в зависимости от вашего года обучения, а от количества зачтенных и оставшихся кредитов

Посмотрите в таблице, какой у вас получился кластер:
A - 5 курсов
B - 6 курсов
C - 7 курсов 

В кластер B попали только те 4-курсники, кому 7 курсов в семестр не помогали закончить раньше, при этом нам удалось поставить кластер В всем 1-2-3 курсу, у кого было хоть что-то сдано. В кластер С те, у кого зачтено больше 45 кредитов

В связи с этим кому-то из вас написала Мария и попросила один предмет на выбор убрать, мы в курсе - пожалуйста, выбирайте и отпишитесь Марии до пятницы (и мне тоже)

#важное"
Svetlana Ru,"Внимание, перенос пары Image Processing c 6го 12 (вторник) на 7е в 18 30 (среда)!

Мы освободили вам время 6го, чтобы вы могли спокойно переехать с 12 до 18

#важное"
Svetlana Ru,"Ребята, на следующую неделю пары пройдут:

Вт - только первая в 8.45 в ПГ, дальше переезд и computer architecture  в 18.30 в ПГ
Ср - computer lab и перенос на 18.30 image processing 
Чт и Пт - g1

Для самообучения после 6 и в выходные пока можно использовать g2

#важное"
Svetlana Ru,"Ребята, сейчас пожалуйста подходите на ресепшен университета парами, подписывайте доки, через полчаса дадут сами комнаты

#важное"
Svetlana Ru,"Как выехать из ПГ:
Забрать вещи из номера, оплатить электричество и сдать ключ на ресепшен до 23:59

#важное"
Svetlana Ru,"Ребята, белье советуют брать 160*200 или лучше 180*200, потому что кровати высокие

#важное"
Svetlana Ru,"Ребята, второй ключ для комнаты можно взять завтра на ресепшен университета

#важное"
Svetlana Ru,"Пожалуйста, пусть в комнате будет хотя бы один из соседей с 15 30 до 17 00
Я пройду и тоже перепишу кому что чинить, добавить и тд

#важное"
Svetlana Ru,"Итого по переезду:

1. Все коменты по комнатам я собрала и отправлю утром, можно еще до утра дописать
Пока ничего не обещаем

2. Постельное посоветовали брать 160*200 или 180*200
Оно есть в папантониу, альфамеге, gevorest/la mason/zara home
Доставка из Икеи доезжает за 2-3 дня

3. Если в комнате/на кухне остались какие-то вещи, выставьте их утром в коридор, клининг заберет
Ценное они убирают на склад

4. Ключ второй сделают к завтра, забрать на ресепшен

5. По кладовой тоже уточню завтра утром и напишу вам

6. Из пг забрать вещи и сдать ключи до 23:59

#важное"
Svetlana Ru,"Ребята, изменения в аудиториях:

Все пары 8/9/12 июня (чт/пт/пн) пройдут в Computer lab

Исключение - GameDev и Котлин в G5

Не забудьте, что сегодня перенос пары Image Processing в 18 30  вместо вчера (тоже в  Computer lab)

#важное"
Dmitrii Kotov,"#важное

Приехали карточки (студвизы), кажется на всех (судя по их количеству)."
Svetlana Ru,"Ребята, вещи, которые хотите сдать в кладовку - приносите завтра на ресепшен с 11 до 12 (это в идеале, у вас там как раз длинный перерыв с 11 35 до 12 есть)

 #важное"
Svetlana Ru,"Кондиционеры:
Они настроены на температуру от 18 до 23, поэтому выше или ниже сделать не получится
Так настроены все кондиционеры в университете, чтобы все работало стабильно
(ну и в целях экономии, я думаю)

Но, если у вас вообще не регулируется температура и только 23- не больше и не меньше (или другая) напишите номер комнаты ниже, попрошу проверить

 #важное"
Svetlana Ru,"Всем привет! 
Мы подвели краткие итоги первого семестра

Отдельное наше ура тем, кто успешно сдал 3 и более курсов от JetBrains 👏
И, конечно, всем тем, кто закончил первый семестр без долгов 😉

Без долгов сданы - Инновации, research method  и software project management 
Больше всего долгов получилось по плюсам (programming principles 1) и software engineering

Надеемся, вы уже в процессе подготовки к пересдачам и успешно все досдадите 🤞

Успехов во втором семестре!

#важное"
Natalia Kitaeva,"Ребята, кто хотел бы принять участие в олимпиаде IMC (математика), поставьте реакцию, пожалуйста.
Мы подумаем, как организовать отбор и подготовку в зависимости от результа.

#важное"
Svetlana Ru,"Ребята, правила проживания в общежитии
Загрузила в ваш ноушн тоже - стр Кампус

#важное"
Svetlana Ru,"Ребята, аудитории на эту неделю:

вт/чт -  Амфитеатр
ср/пт - Computer lab

#важное"
Ekaterina Artamonova,"Привет! Большое сообщение для тех, у кого не получилось что-то сдать на наших (JetBrains) курсах осенью. 

Важно! Информация касается только тех, кто сдавал курсы официально в универе. Пересдач курсов как экстра занятий не предполагается. 

Introduction to mathematics 
В середине июля мы определим дату пересдачи. Вам потребуется написать работу, подобную той, что была в конце семестра. 

Data structures
Если вас не закрыт assigment или midterm — значит у нас есть с вами переписка в ТГ на этот счет. 

В середине июля будет объявлена дата пересдачи экзамена для тех, кому его надо переписать. 

Fine grained complexity
В середине июля мы определим дату пересдачи. Вам потребуется написать работу, подобную той, что была в конце семестра. 

Programming principles (С++ part 1)
Если у вас не засчитан assigment/midterm — вы решаете домашки прошлого семестра до 15 июля) Ваша задача набрать не менее 25 баллов в Total HW в таблице, одна задача стоит максимум 10 баллов. 15-16 июля мы проведем беседы по мотивам написанного кода, чтобы исключить списывание. До беседы  делайте pull request как обычно, чтобы все тесты на гитхабе точно проходили.

Если у вас не зачтён exam – вы снова будете приглашены на письменно-устный экзамен в начале августа. Дату анонсируем в середине июля. 

Distributed system
По нашим данным есть проблема только с midterm – пока без точных дат, просим вас найти ту работу, что вы сдавали и привести ее ""в порядок"" – явно после сдачи курса Артема вы сможете как-то лучше оформить ту работу. Далее мы сообщим куда и как ее отправлять. 

Software engineering
Если не сдан midterm — действуем аналогично с Distributed System. 

Если не сдан экзамен – в середине июля мы сообщим дату переписки. Он будет схож с тем, что вы писали в конце семестра. 

Все вопросы по пересдачам пишите в личку)

#важное"
Natalia Kitaeva,"Ребята, 31 мая вам пришло письмо от student affairs, что все, у кого еще нет банковского счета, должны заполнить форму и прислать ее обратно в SA. Вовсе не все ее заполнили, а универ ждет ваши формы и не двигается дальше. Очень быстро, прямо сейчас, каждый без банковского счета сделайте это!
Тема письма ""open bank accounts""

#важное"
ксюня,"#важное
на неделе 19-25 июня в понедельник (19) пары в Computer Lab, во все остальные дни -- амфитеатр"
Svetlana Ru,"На следующей неделе (19-23/06) все пары пройдут в Computer lab

#важное"
Svetlana Ru,"Ребята, новые офферы загружайте сюда 
https://drive.google.com/drive/folders/1Tk6ZfnoXCv92rC07-e5tNzqm36Z5VnOB?usp=sharing

Обязательно подписывайте фамилию имя на английском в названии файла

#важное"
Natalia Kitaeva,"Информация для тех ребят, кто платит сам за жилье или хочет улучшить жилищные условия за свой счет. 
Есть возможность остаться жить в университете. Комната стоит 450 евро /месяц для одного и 600 евро в месяц для двоих. Октябрь - май. Электричество входит в стоимость.
Места заканчиваются очень-очень быстро, поэтому бронировать комнату лучше сейчас или в самом начале июля.

Пафос Гарденс на следующий год сохранил нам все условия. Тоже хороший вариант)

#важное"
Svetlana Ru,"Ребята, новые офферы еще не все загрузили!
Напоминаю!

#важное"
Natalia Kitaeva,"#важное 

1. Ребята, сейчас жарко, очень внимательно смотрите и нюхайте все, что вы едите. Готовьте на 1-2 дня.
Продукты и еду храните только в холодильнике. Берегите себя!

2. Если у вас экстренная ситуация или у кого-то из друзей экстренная ситуация, в больницу обязательно надо ехать с сопровождающим. Не стесняйтесь попросить помощи у друзей (студентов, администраторов, преподавателей), и не отпускайте друзей одних. Это правило на всю жизнь - никогда не надо отправлять близкого в больницу одного, всегда нужен кто-то бодрый и здоровый рядом, кто поможет в приемном покое и организационно, и психологически и физически."
Svetlana Ru,"#важное 

Ребята, у нас сменился страховой агент - вместо Хрисо будет  Zenonas Leonidou 
Отправлять документы надо на почту admin@cronos.cy.net
Номер телефона тот же
В ноушн во вкладке Здоровье везде исправила

Кто отправлял в июне на почту Хрисо - он увидел документы, обещал ответить
Можете отписаться мне в личку, если что-то отправляли"
Svetlana Ru,"На следующей неделе (26-30/06) все пары пройдут в Computer lab

#важное"
Svetlana Ru,"Ребята, кто еще не получал карточку, ответьте в опросе, чтобы я группы составила

#важное"
Svetlana Ru,"Ребята, если вам пришло письмо со временем на завтра или с выбором времени - ответьте и сходите в банк
Проверьте почту!

Если не пришло - поставьте тут реакцию 👎(но сначала проверьте)

Про банк от вас же самих:
Надо прийти на в https://goo.gl/maps/UhYRQ4zGFukdom1RA
Подняться по лестнице, показать что у тебя appointment и тебе выдадут карту пропускной по которой на 2 этаж можно зайти.
Дальше нужно найти человека по имени Mrs. Maro Athanasiou
Взять паспорт, пластик и 1000евро

#важное"
Svetlana Ru,"Ребята, у кого уже есть аккаунты - завтра до 16 часов заполните форму 
По ней в пн начислят стипендию (платникам не надо)

Пожалуйста, внимательно и без ошибок 
Фамилия, Имя как в паспорте, паспорт (с которым открывали) и номер iban без ошибок

#важное"
Svetlana Ru,"На следующей неделе (3-7/07) все пары пройдут в Computer lab

#важное"
Svetlana Ru,"Ребята, заполняйте, если хотите стипендию 
Там дел на 3 минуты 

По моим подсчетам почти 50 ответов должно быть уже на сегодня 

К тем, кто давно получил, тоже относится

#важное"
Natalia Kitaeva,"#важное 
Ребята, у центробанка Кипра действительно есть правило, что для активации студенческого банковского счета нужно 1000 евро на нем.
Мы прекрасно знаем, что счета активировались и без этих денег. Но чтобы избежать накладок и дополнительных проблем с некоторыми счетами, мы готовы заплатить вам стипендию 900 евро за 3 месяца вперед (июль, август, сентябрь). Мы надеемся, что вы все разумные и взрослые, умеете планировать свои финансы и не растрынькаете все раньше времени.
Если у вас есть персональные возражения против такого плана, напишите, пожалуйста.

PS Мы предполагаем, что 100 евро есть у каждого на счету. Если нет - положите, пожалуйста."
Svetlana Ru,"Ребят, пока одну аудиторию на все время нам не могут дать, но можно использовать Е4 в любое время пока  что для самоподготовки

#важное"
Svetlana Ru,"Прогулка по Нижнему Пафосу с Сашей Музюкиным завтра в среду в 19 00
Оплата - донейшн
Продолжительность - примерно 1,5 часа
Точка старта https://goo.gl/maps/vSp8ex8p2BSAfdvu8 
Саша @alexandermuzukin

#важное"
Natalia Kitaeva,"#важное 
 
Ребята, в это воскресенье 9 июля в 11 часов утра приглашаем вас в Амфитеатр университета на встречу с Максимом Шафировым, CEO JetBrains. Приглашаем всех-всех-всех, готовьте интересные вопросы про технологии, будущее, про JetBrains и тп. 

Поставьте, пожалуйста, любую реакцию, если планируете прийти. Не опаздывайте плз)"
Svetlana Ru,"Занятия на следующей неделе так же в computer lab
10-15/07

#важное"
